date,id,description,account_handle,account_name,account_id,account_subscribers,statistics_actual_favoriteCount,statistics_actual_retweetCount,hashtags,media
2023-03-24 19:37:53+00:00,1639350842145792004,"Se forçar mais, sai a base da Virgínia 🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️",Rodringe,Rodringe,409540686,41425,0,0,,
2023-03-24 19:35:03+00:00,1639350130036858897,Que cochilo maravilhoso,rodrigotorresb,Base da Virginia,280385602,19050,0,0,,
2023-03-24 19:34:21+00:00,1639349952873738240,vou comprar a base da virgínia,smtnic,ؘ,1632039232830152704,106,0,0,,
2023-03-24 19:29:19+00:00,1639348689830305799,"As vzs nem eu acredito que lidero o atendimento de BI de outback, melitta, alelo, veloe, bauducco, andorinha e dr oetker… haja braço viu, mas só consigo pq meu time é mto bom",ednankf,base da virginia,1251741197183389696,217,0,0,,
2023-03-24 19:28:37+00:00,1639348509844332552,Nada é por coincidência esse programa foi o primeiro veículo que falou do vídeo antigo e agora vem com essa. Depois do pix que receberam da Virginia para falar bem da base está claro que as opiniões têm um preço,viveshje,Vivi,847487461236195328,755,11,0,,
2023-03-24 19:28:20+00:00,1639348442223857665,"mano, minha prima comprou a base da Virgínia KKKKKKKKKKK",caxmilinha,camilinha 💗,1142616127920660480,52,0,0,,
2023-03-24 19:26:57+00:00,1639348094100701185,Sério que tem gente ainda comprando e fazendo vídeos da base da virgínia?,iambichu,Bichu,71305399,370,0,0,,
2023-03-24 19:26:02+00:00,1639347862315102209,@souldemarte_ Fatos,rodrigotorresb,Base da Virginia,280385602,19050,0,0,,
2023-03-24 19:25:42+00:00,1639347776839376898,"“Eu não sou base da virgínia, mas por você eu me derreto todinha” KKKKK
Almeida, Karla 2023",juli4_rosario,Juh 💋,1530635969900204037,91,0,0,,
2023-03-24 19:12:44+00:00,1639344514702639105,"Comprei protetor solar errado (com cor) e agora parece que todo dia eu passo a base da Virgínia, q ódio",M0bRules,Bruna,2440234982,1520,2,0,,
2023-03-24 19:09:53+00:00,1639343796293971973,usou base da virginia 👇,Jureg_666,𝙨𝙖𝙡𝙖𝙛𝙧𝙖́𝙧𝙞𝙤 😶‍🌫,910707560159830018,131,0,0,,
2023-03-24 19:08:59+00:00,1639343572661968901,quase que meu celular foi de base da virginia.. entrei em desespero pq teria que vender uma parte do corpo pra comprar outro,treesbegone,dora,1569710096757977088,25,0,0,,
2023-03-24 19:07:53+00:00,1639343293807878155,@mayurinishmoto Base da Virgínia,_tomjr,Tom🦁🇯🇵,1261719735357620226,364,2,0,,
2023-03-24 19:06:15+00:00,1639342881184833539,@choquei Mas pedreiro ganha bem gente,aassumpp,base da virginia,1544457110896910337,128,0,0,,
2023-03-24 19:04:55+00:00,1639342548459085862,"@pfofocalizando @chrisflores e cia, vcs não tem vergonha não de passar informações errada?? Quanto de pix estão recebendo pra fazer essa canalhisse? E não é só isso não, teve aquele vídeo do ano passado, receberam pra desmentir aquele lance com a base da Virgínia. Vergonhoso",lucyg0312,Lucy G . Parody J1 🌵,929033727652614144,2085,2,0,,
2023-03-24 19:01:07+00:00,1639341592279408668,pq todo mundo começou a gostar da base da virginia do nada?,mstldn09,eduarda,1597193796512616449,15,0,0,,
2023-03-24 18:57:48+00:00,1639340757080211469,"Acho peculiar nossa curiosidade nata quanto à morte, ao falecimento né. Acho que está ligando a nosso medo do desconhecido e, quem sabe, também com instinto de sobrevivência. Mas todos sempre querem saber qual foi a causa da morte do outro.",iKadrash,Base da Virgínia,115067208,667,0,0,,
2023-03-24 18:57:07+00:00,1639340585306685463,certeza que isso de dia do marido foi criado por um gæ,igu_sil,Ghostface com base da Virginia,959822357375455232,104,0,0,,
2023-03-24 18:56:47+00:00,1639340500380418078,Irei me mudar pra outro país,xuliasantana,Base da virginia,828740652607401985,305,0,0,,
2023-03-24 18:53:57+00:00,1639339788862881799,"Nunca consumi nada relacionado a Virgínia, do nada, depois dessa tour toda da base, fica aparecendo tudo quanto é notícia sobre essa mulher… tiver que silenciar o nome dela",bbrmendes,bruno,568558610,807,0,0,,
2023-03-24 18:51:44+00:00,1639339228264792081,@thzephyrr simplesmente odeio,rafaelfelipeL,base da virginia,1242262862,968,0,0,,
2023-03-24 18:47:26+00:00,1639338149062098945,eu conheci alguém q comprou a base da virgínia… mds eu tô chocada,mikaralho_,Mikaralho 🌘📚 Vergonha,1146130137030811650,185,0,0,,
2023-03-24 18:47:17+00:00,1639338109752967175,@BetterMistakesx @forumpandlr E usa a base da Virginia como cimento?,SilorDayas,si 🏳️‍🌈,425076967,1286,0,0,,
2023-03-24 18:46:37+00:00,1639337941930524672,achei que era a base da virgínia,troublein99,lili 🪩,1360436411250462720,795,0,0,,
2023-03-24 18:42:35+00:00,1639336926808363008,@AlineWirley Aaaaaaaá Divaaaaa❤️❤️👋👋👋,Fadacannabis,sou toda á base da Virgínia...❤️🍞✨🛋️🌵🌻💎🦁🐛,1303813979974836226,42,0,0,,
2023-03-24 18:31:03+00:00,1639334024333099015,Fui de base da Virgínia,lenymoon,leny 🌔,167698691,760,0,0,,
2023-03-24 18:30:00+00:00,1639333760092225536,@santgofael O que foi mulher?,VJuni0rr,Base Ruim da Virgínia 💅🏻,1412241304046735360,506,0,0,,
2023-03-24 18:29:39+00:00,1639333672590376967,"@GK02CLA faz um pix de 200 reais pra mim, e ganha uma base da virgínia totalmente de graça 😱😱",GK01RAF,raffa,1626719110267650049,127,0,0,,
2023-03-24 18:21:19+00:00,1639331574020751360,@tiamaoficial É https://t.co/7eOPpJFtED,Fadacannabis,sou toda á base da Virgínia...❤️🍞✨🛋️🌵🌻💎🦁🐛,1303813979974836226,42,0,0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsATYQPXsAA2sjl?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsATYQPXsAA2sjl?format=jpg&name=orig', altText=None)]"
2023-03-24 18:12:53+00:00,1639329452441075726,@lutherPr1nce base da virginia,dayvissu,menino do brownie,1160774203718733826,933,0,0,,
2023-03-24 18:12:08+00:00,1639329263038889996,comprando agr pra passar antes da base da virginia 😍😍😍💕💕💕,mateeusouzaa,boiólogo,875521553651335168,701,1,0,,
2023-03-24 18:08:53+00:00,1639328446844223489,"@centralreality Claro, ela não é a moça que testou a base da Virgínia?!",suelhu,no que isso afeta Domitila Barros? 🦁,1671557630,399,0,0,,
2023-03-24 18:08:51+00:00,1639328436303822858,@kycastroo base da virgínia?,madbay1_,lamoraes🤍,1496990532693864450,89,0,0,,
2023-03-24 18:07:29+00:00,1639328094300274691,a virgínia fazendo as contas da produção da base dele,thirlwallart,agnes,1259518784190242821,322,0,0,,
2023-03-24 17:59:26+00:00,1639326068531163137,"Comprei uma base da Virgínia, me julguem…",Alvinsiilva,@Alvin.siilva,1168887293278642179,2128,2,0,,
2023-03-24 17:59:11+00:00,1639326005868232709,@vaidesmaiar E qual o motivo ? Kkk,aassumpp,base da virginia,1544457110896910337,128,0,0,,
2023-03-24 17:57:58+00:00,1639325697842790401,"Só pago R$ 200,00 na base da Virgínia, se ela esconder a enorme vontade que está estampada na minha cara, de ser mulher dele😅",moreiravava210,cenourinha🥕,1575698547428962304,41,0,0,,
2023-03-24 17:55:06+00:00,1639324975856222211,@luuhsdias Mano Gabriel fop como 4 lugar me faz ter vontade de ir de base da Virgínia,situintensifies,mundinho clara&bel,59335928,318,0,0,,
2023-03-24 17:50:24+00:00,1639323793632919568,@barb_alvim isso q dá zerar a conta comprando 200 conto de base da virginia eu te falei,kyekyebalao,kye,1557124566044000261,25,1,0,,
2023-03-24 17:44:21+00:00,1639322271213920256,"Meu cabelo está assim pq quando fui na loja comprar um óleo, a vendedora passou um mousse nele. Perguntei do valor e ela disse custar 200 reais. Perguntei se vinha uma base da Virgínia junto. 🤣🤣🤣🤣 https://t.co/bWDVJ4WNcI",lurodrigues1928,Luiz Rodrigues,149687212,3192,12,0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsAK6mOWYAIs3fB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsAK6mOWYAIs3fB?format=jpg&name=orig', altText=None)]"
2023-03-24 17:43:39+00:00,1639322096202285058,"Festa junina: olha a chuva

A menina com a base da Virgínia: https://t.co/UholFOISnV",soabusada,só abusada,998443605177008128,2458,1,0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsAKwU6WAAALSGY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsAKwU6WAAALSGY?format=jpg&name=orig', altText=None)]"
2023-03-24 17:41:27+00:00,1639321540763238402,@omarxista Prefiro pagar 200 reais na base da Virgínia,H_limms,H...,1312959021922607104,34,0,0,,
2023-03-24 17:37:13+00:00,1639320475204452362,2h do corte do calangao testando a base da virginia eh o date perfeito https://t.co/kyKiTHmBIh,aanashh,ana 🦊,1346668739123621889,178,0,0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsAJR10WwAAEmvO?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsAJR10WwAAEmvO?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FsAJSJ5WAAgJyMr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsAJSJ5WAAgJyMr?format=jpg&name=orig', altText=None)]"
2023-03-24 17:36:23+00:00,1639320267791925253,@GK01RAF e o vídeo fazendo divulgação da base da virginia sai quando?,GK02ATH,athena,1628905334105309190,91,0,0,,
2023-03-24 17:36:05+00:00,1639320191837274121,Curitiba me odeia assim como meus amigos,xuliasantana,Base da virginia,828740652607401985,305,1,0,,
2023-03-24 17:29:37+00:00,1639318565852528663,o combo: base da virginia e skincare by michelle bolsonaro🧴🧴🧼🧼🧼🧼,paivaanoca,ana em ano de enem😵‍💫,1038959905842061312,118,0,0,,
2023-03-24 17:28:06+00:00,1639318184481243138,e a base da virgínia hein rapaziada kkkk,juliamassacre,sheldon zueiro,1419110925299339267,124,0,0,,
2023-03-24 17:26:35+00:00,1639317800840822785,@alcrsk Vem a base da Virgínia,vateeray,farofa de creatina,1119592798171410432,1024,0,0,,
2023-03-24 17:25:59+00:00,1639317650823168009,@baaccavalcante @brunafeia @dudagorre Preparo de pele pra base da Virgínia,JackAmaral9,Gangsta da roça,977034982853087232,112,0,0,,
2023-03-24 17:24:45+00:00,1639317341182754816,So a base da Virgínia pra me deixar feliz hoje,_joelmaporto,Joelma,352566826,628,1,0,,
2023-03-24 17:22:20+00:00,1639316731251544064,@choquei Ela ta usando a base da Virginia ?,Sem0queFazer,Carioca,890999003009224706,0,0,0,,
2023-03-24 17:21:36+00:00,1639316548820123650,@alcrsk É só usar a base da Virgínia no lugar de cimento,fairy_tsukii,Julia🌻 #seita,1572273947655245824,25,1,0,,
2023-03-24 17:21:03+00:00,1639316409929941011,sonhei que usei a base da virginia e meu rosto quase caiu fora 💀,_callime,"tatu, a unica 🚓",1295508599867924486,356,1,0,,
2023-03-24 17:20:17+00:00,1639316215058382873,passaram a base da virgínia nas fotos deles? mudou até a cor… #bbb23 https://t.co/tBc727hngJ,fabiodfilho,𝐅𝐚𝐛𝐢𝐨𝐅𝐢𝐥𝐡𝐨,1282822880988979204,90,0,0,['bbb23'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsAFaEYXwAwC8W_?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsAFaEYXwAwC8W_?format=jpg&name=orig', altText=None)]"
2023-03-24 17:20:16+00:00,1639316210364956691,"sim, eu chorei por ta com vontade de sorvete",giuubarretoo,base da virginia,1384156618359668747,49,0,0,,
2023-03-24 17:19:07+00:00,1639315920991535129,"@wildnerrrr Will pode confirmar q essa arte foi inspirada na base da virginia, agora tudo faz sentido",chrixxcx,miss vanjie,764553840,1040,0,0,,
2023-03-24 17:16:52+00:00,1639315355897151489,@guiix_js era duas base da Virgínia e eu me derretia todinho,Iricardkk,Cascudo,1183907865158995974,28,1,0,,
2023-03-24 17:16:39+00:00,1639315300955963404,"@updatecharts O mundo agradece, com isso as guerras cessaram, fome não existe mais..... graças a base da Virgínia",Fer76368730Alan,Alan Ferreira,1599769500596985856,8,0,0,,
2023-03-24 17:13:44+00:00,1639314566407503874,@MatutoMatuto pra maquiagem durar tanto assim não usou a base da virginia,neur0tik0,Pedro,1425346997977063425,73,1,0,,
2023-03-24 17:12:15+00:00,1639314195492618268,"@BetterMistakesx @siteptbr Vish, tá passando mais vergonha que a base da Virgínia",KarenSSilvestre,Karen Silvestre,1593736910551252998,4,1,0,,
2023-03-24 17:11:47+00:00,1639314074881212421,Meus neuronios hoje estão funcionando igual aquele vídeo da virginia falando da base,Millene40290355,Mille,1220376253141848064,309,1,0,,
2023-03-24 17:11:31+00:00,1639314008850284573,"@ltcxrbs Os dois sabem que não ganharão o prêmio e entraram pra fazer todo reboliço trazendo tanta desonestidade pros que restaram. Alguém precisa tirar a domi daquela armadilha!😪😪 Domitila,Aline e Amanda não merecem essa nojeira toda!",Fadacannabis,sou toda á base da Virgínia...❤️🍞✨🛋️🌵🌻💎🦁🐛,1303813979974836226,42,0,0,,
2023-03-24 17:07:11+00:00,1639312918947811329,Acho que vou comprar uma base da Virgínia 😘,PedrovieiraM,espoca bucho,479838952,407,0,0,,
2023-03-24 17:06:34+00:00,1639312762043088923,@divinaprofana_ Nossa chorei 😪😪,Fadacannabis,sou toda á base da Virgínia...❤️🍞✨🛋️🌵🌻💎🦁🐛,1303813979974836226,42,0,0,,
2023-03-24 17:05:08+00:00,1639312403241353276,"e ele tava fazendo o que lá?
comprando a tal da base da virginia",nicolefkuhn,nicoleta,485323474,1731,4,0,,
2023-03-24 17:03:50+00:00,1639312076538626055,@punkequeijo Faz review da base da virginia padry,cacatunes,Cacatunes,880350901,328,0,0,,
2023-03-24 16:59:34+00:00,1639311001559478274,Todos os banheiros da empresa têm ducha higiênica e tô morta que uma g@y contou aqui que já fez a chuca aqui mesmo antes de um date.,iKadrash,Base da Virgínia,115067208,667,1,0,,
2023-03-24 16:52:54+00:00,1639309323871420416,mencionei a base da Virgínia na atividade de filosofia 💪,nukinhobombado,little mini nuki,1586896087629156354,37,4,0,,
2023-03-24 16:51:10+00:00,1639308889152798734,"HAHAHAHAHAH

Mentiu?",Brookexxsaku,Fui de base da Virginia,48475784,981,1,0,,
2023-03-24 16:50:42+00:00,1639308769577377792,"Tadinha usou a base da Virgínia, a pele tá derretendo!",winnerwithtwon,Copinhomeiocheio,1623843864707575809,22,0,0,,
2023-03-24 16:46:04+00:00,1639307606450749450,"E pra piorar tudo eu comprei a porra de uma base da Natura que é ridícula de ruim, até a base da Virginia é melhor sacanagem ein",isaamaisbelaa2,isa,1327594087684452360,19,1,0,,
2023-03-24 16:45:29+00:00,1639307456953171969,@choquei Se fosse a base da Virgínia já teria sujado toda a fronha branquinha 🥲,PamelaMelloTV,Pamela Mello,770749803466747904,3366,12,0,,
2023-03-24 16:41:54+00:00,1639306555098120205,sextou moçada https://t.co/z3XAel3Xnr,ednankf,base da virginia,1251741197183389696,217,3,0,,"[Photo(previewUrl='https://pbs.twimg.com/media/Fr_8nzMXwAcuez4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fr_8nzMXwAcuez4?format=jpg&name=orig', altText=None)]"
2023-03-24 16:36:13+00:00,1639305127730331665,"abracei alguém com a base da virgínia e minha camisa ta toda manchada, que odio",olivxae,lufer,1481052085714104321,150,0,0,,
2023-03-24 16:34:03+00:00,1639304581459984398,p as maquiadoras q n entendem de kpop isso eh tipo a base da bruna tavares por 45 reais e a da virginia por 200 reais,natswversion,n.n.n - nat nine or none,1638914769980645376,10,0,0,,
2023-03-24 16:33:54+00:00,1639304543002411016,"@cunhadadealguem Gente essa base da Virgínia tá uma palhaçada né?
🚩São Miguel do Guaporé",oscar_o_peixe,rafa,782033772653010944,252,0,0,,
2023-03-24 16:29:03+00:00,1639303321696583695,@theonlykaique ✨,iKadrash,Base da Virgínia,115067208,667,0,0,,
2023-03-24 16:28:52+00:00,1639303278121959434,"Gente que vergonha foi o Congresso Americano ontem com o CEO do TikTok. Nenhum dos boomers fuzilando o CEo sabiam direito nem como a internet funciona e estava fazendo acusações absurdas!

TikTok, o mundo é seu. 
Boomers Americanos, sua hora já passou.",iKadrash,Base da Virgínia,115067208,667,1,0,,
2023-03-24 16:27:56+00:00,1639303041433104385,@nanaths esses dias eu sonhei q vc tinha ganhado uma base da virginia e odiou e ai passou no chão do lugar q estavamos hospedados,hopeless_rhee,s 💓,1607877339215536130,9,0,0,,
2023-03-24 16:27:36+00:00,1639302956339150853,pqp quase q meu celular foi de base da virginia 🙏🙏🙏🙏🙏,nalanda_rambo,capa gato,976124548843294720,280,0,0,,
2023-03-24 16:19:53+00:00,1639301016284807195,agora a sm vai de base da virginia,itsdawnhere,bia 🍊,1425550221426241538,57,0,0,,
2023-03-24 16:17:56+00:00,1639300525907755008,a crybaby foi de base getulhou foi de base da virginia de clipe de test me https://t.co/yPcnD3R7IH,vantdeuk,★,1628451796552146944,36,0,0,,"[Photo(previewUrl='https://pbs.twimg.com/media/Fr_3I_KXwAEPOS0?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fr_3I_KXwAEPOS0?format=jpg&name=orig', altText=None)]"
2023-03-24 16:15:42+00:00,1639299964269625345,@choquei Imagina ser burro assim,carolgaldino_,base a prova d'agua da virginia,79554920,772,0,0,,
2023-03-24 16:12:52+00:00,1639299249690099715,Meu chefe https://t.co/rNvVrwoUvm,rodrigotorresb,Base da Virginia,280385602,19050,6,0,,"[Photo(previewUrl='https://pbs.twimg.com/media/Fr_1-g2WAAEuLj3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fr_1-g2WAAEuLj3?format=jpg&name=orig', altText=None)]"
2023-03-24 16:08:34+00:00,1639298166028742657,comprei um protetor solar com cor novo e mds a coberta eh mt alta parece uma base tô me sentindo a karen bachini usando a base da virginia,dsborahh,deborah,123293049,782,0,0,,
2023-03-24 16:07:17+00:00,1639297843721584641,🚨 GRAVE: Nosso diretor Guilherme Weihmann ASSINOU O CONTRATO: cada aluno do gaba guaíba ganhará uma base da virgínia no primeiro dia de aula! https://t.co/XJzDopBaJP,gabaritoguaiba,Gabarito Guaíba,1601994398077698050,348,31,1,,"[Photo(previewUrl='https://pbs.twimg.com/media/Fr_0suBWIAAobPs?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fr_0suBWIAAobPs?format=jpg&name=orig', altText=None)]"
2023-03-24 16:06:28+00:00,1639297638200758274,Onde eu compro base iqual da virginia menos de 200?,DaianaS32123327,Daiana,1638318464904445953,0,0,0,,
2023-03-24 16:05:20+00:00,1639297355156451329,@alcrsk 3 base da Virgínia.,httpxleeh,🗝 ₊˚ ͏𓆩𝔭𝔬𝔯𝔱𝔞𝔩𝔰𓆪 ( 𝔩𝔢𝔞𝔫 ) ⨾,1483935858889789441,15,0,0,,
2023-03-24 16:04:27+00:00,1639297132279607298,a base da Virgínia não resiste a água e eu não resisto ao JJ de outer banks,millycastelhano,milly🧚🏽‍♀️,1349058478183219200,156,1,0,,
2023-03-24 16:03:23+00:00,1639296863579906048,Tô com uns poros pique base da Virgínia,Ravsa26,Raul,1494370121170755584,102,0,0,,
2023-03-24 16:02:33+00:00,1639296652010745860,"peguei uma camiseta lisa na osklen pensando hm bonita 

400 reais kkkk vsf da pra comprar 2 base da virginia",FelipeUngarelli,pipe,1345899469796237318,66,7,0,,
2023-03-24 16:02:28+00:00,1639296634109538308,"@JulianaJuh880 @luanamaria84163 @Dantinhas To assistindo amor, só nao to assistindo com o olho do cy por causa de casal que nem existe",carolgaldino_,base a prova d'agua da virginia,79554920,772,0,0,,
2023-03-24 16:02:01+00:00,1639296519252615173,"@crualipa eu não sou a base da virgínia, mas eu me derreto por vc 💞",liandersun,sangue de maria bonita,1089037957015764993,64,2,0,,
2023-03-24 15:59:53+00:00,1639295981849116672,será que estou usando a base da virgínia e não estou sabendo?? pqp o base que transferi e só encostar que fica metade da minha cara nas coisas,devonnesantos98,targaryen,996815365836599296,538,0,0,,
2023-03-24 15:59:05+00:00,1639295780451123208,@midnightsxfolk se juntar com a base da Virgínia sai o novo the walking dead,midnightgoldtv,𝒆𝒎 🍂,1320491642990796811,183,1,0,,
2023-03-24 15:57:33+00:00,1639295395808378881,@haikirii o próprio coringa com a base da virginia,eumartamr,marta🦎,1194985618142584833,3249,1,0,,
2023-03-24 15:56:44+00:00,1639295188865622016,@xmaumaux Ele só passou a base da Virgínia na cara,SalleIgor,Igor Salle ≛≣,1161049673488056325,35,0,0,,
2023-03-24 15:55:10+00:00,1639294794944991233,@theonlykaique Como assim mulher q isso?,iKadrash,Base da Virgínia,115067208,667,0,0,,
2023-03-24 15:50:52+00:00,1639293715188527105,NAOOOO PAINHO NÃO FOI PRA ISSO Q EU FIZ O L,stefanidehaia,Stefani Germanotta em Situação de Base da Virgínia,1336119223173734402,25,0,0,,
2023-03-24 15:50:28+00:00,1639293610779906049,real dou pala com essa base da virgínia que cobra caro e se acha muito mais doq entrega de fato,vgracs,Jovana d'Arc,3351403300,266,1,0,,
2023-03-24 15:50:26+00:00,1639293605167726595,@welchvd_ misericórdia pois ainda bem q não estarei mais aqui,stefanidehaia,Stefani Germanotta em Situação de Base da Virgínia,1336119223173734402,25,0,0,,
2023-03-24 15:49:57+00:00,1639293482010288130,"Falei mal da base da virginia em um comentário (falei  apenas que não vale os 200,00) e uma menina veio me chamar de mal amada, pra eu ir viver 🤣",juliacalori_,juju ⭐️,1263552949030092803,354,2,0,,
2023-03-24 15:47:30+00:00,1639292864109633545,Base da Virgínia,KazuTM_,｢火кคzย¹⁰🌙｣,1622308846956945408,9,0,0,,
2023-03-24 15:44:41+00:00,1639292157734404097,"A base da Virgínia derrete com
Água, e eu me derreto com esse
Sorrisinho seu.",miihh__cr1,miihh__cr1,1482555922367098883,14,0,0,,
2023-03-24 15:44:13+00:00,1639292038242770945,"@brunafeia mesmo que não fossem bolsonaros, essa propaganda é podre horrível 0 carisma, prefiro comprar a base da virginia",pwdroassis,pwdrinho SPEAK NOW TV,1125201072816099328,80,0,0,,
2023-03-24 15:42:50+00:00,1639291691021611009,"O aniversário da minha amiga tá chegando e eu vou só não vou dar uma base da Virgínia pq tá muito cara, pra ela aprender parar de defender essa mulher",marecardoso_,Jurídica do Toya Todoroki🫀 ៹,4366137257,128,0,0,,
2023-03-24 15:40:46+00:00,1639291173373202432,@brunafeia @xtcandyt pelo menos o kit tá mais barato que a base da Virgínia kkkkko,gracieli__,Gracieli,1031135279141347330,307,1,0,,
2023-03-24 15:39:10+00:00,1639290768278925312,@aninha_pinheir0 Passa base da Virgínia que resolve,WeshHenrique,Wesley,2867691472,1508,0,0,,
2023-03-24 15:38:54+00:00,1639290702822555650,Qual tipo de base da Virginia ? 🤔🤣,guizzera_9x2,Guizzera 1908,1406403706174775297,320,0,0,,
2023-03-24 15:37:31+00:00,1639290352732454914,Acabei de dar de cara com uma gay que pelo visto tá usando a base da Virgínia kkk a cara toda craquelada coitada. https://t.co/hZMJ4q1l01,brendoslacerda,Brendos,148937696,969,6,0,,"[Photo(previewUrl='https://pbs.twimg.com/media/Fr_t4heWYAISlCW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fr_t4heWYAISlCW?format=jpg&name=orig', altText=None)]"
2023-03-24 15:36:28+00:00,1639290089556660225,"@bellamnery a base da virginia fazendo estrago ate no cérebro, coitada",joanathais,joana 🦑,230298140,355,0,0,,
2023-03-24 15:36:23+00:00,1639290067247157248,Nossa que pavor pensar que tá cheio de homem assim(e que maravilha ela ter conseguido sair por cima desse bosta),AladdinSane80,Base da Virgínia,533292091,788,1,0,,
2023-03-24 15:34:30+00:00,1639289594339368962,@renandocouto me disseram q o creme no rosto do Wolf é a base da Virgínia! 😬 #TenisNaESPN,jomamesquita,O q é postergado... n é negado!,338011398,247,0,0,['TenisNaESPN'],
2023-03-24 15:32:12+00:00,1639289013612806144,@kvaratskheIia eu enfiava base da virginia nos olhos,HUM44NKIND,Pedro,1555938216401854466,322,0,0,,
2023-03-24 15:31:29+00:00,1639288835434504192,@Felcca FELCA TESTA A BASE DA VIRGINIA pf,juurvl,juju 𑁍 emilia's moon blessed chalk☽ ✰,816103621859377152,308,3,0,,
2023-03-24 15:29:29+00:00,1639288330742374402,Quem comprou a base da Virgínia,Vicenteanetoo,Reclamista pro,727579431682846720,63,1,0,,
2023-03-24 15:27:44+00:00,1639287893272281088,"Look up in the sky, it's a bird, it's a plane 🎵",iKadrash,Base da Virgínia,115067208,667,0,0,,
2023-03-24 15:24:56+00:00,1639287186024542216,@BryannaNasck Ia vender a base da Virgínia pra ele https://t.co/5mYyYpWgBW,rodtimtim,ROD♐,824371005472784385,1008,2,0,,"[Photo(previewUrl='https://pbs.twimg.com/media/Fr_rAgCXwAMfgCr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fr_rAgCXwAMfgCr?format=jpg&name=orig', altText=None)]"
2023-03-24 15:24:25+00:00,1639287055506194446,A base da Virgínia não resiste a água e eu não resisto a vc,geomonteiro__,Geovana monteiro,1602841237354123265,63,0,0,,
2023-03-24 15:24:23+00:00,1639287046517784577,"@ZAMENZA Mentiu sim,Black não foi julgado por ter feito o que fez no quarto do líder mas o Gabriel tá sendo até hoje .
Alface virou o queridinho de vocês berrando loucamente com as mulheres da casa e sendo podre se aproveitando da marvilla e se tornou o queridinho de vocês que passam pano",Fadacannabis,sou toda á base da Virgínia...❤️🍞✨🛋️🌵🌻💎🦁🐛,1303813979974836226,42,0,0,,
2023-03-24 15:21:14+00:00,1639286256172519427,@ittslauriany a base da virgínia -n,linacarolsf,carol,254274544,502,0,0,,
2023-03-24 15:20:05+00:00,1639285965675003905,"@wyjoy_ E assim,tem 10 dias que ela saiu,ela deveria ter voltado na miúda pra diminuir o ranço do público mas tá fazendo o contrário",AladdinSane80,Base da Virgínia,533292091,788,0,0,,
2023-03-24 15:19:47+00:00,1639285891985293313,"eu estava obcecada, passava 80% do tempo vendo review sobre a base da virgínia, e nos outros 20% torcia pra que alguém falasse karen",deathaarcana,gaby ♡ VAI VER O KISS,4350328343,2183,3,0,,
2023-03-24 15:17:47+00:00,1639285386005315589,Como pode esse protetor da la roche ter uma cobertura pior q a base da virginia impossível usar no calor ne (sempre),mafebraz,mafê,3072634089,620,2,0,,
2023-03-24 15:14:53+00:00,1639284658193014786,"Essa aqui além de arrogante e sem noção (fugiu da Fazenda pra não perder pra maior rival) é burra, atacando um cara que tem a mesma fanbase que ela",AladdinSane80,Base da Virgínia,533292091,788,0,0,,
2023-03-24 15:14:33+00:00,1639284574948675590,Primeira humilhação do dia: A camiseta G da empresa ficou apertada 🐳 https://t.co/ogcOu03qnh,iKadrash,Base da Virgínia,115067208,667,0,0,,"[Photo(previewUrl='https://pbs.twimg.com/media/Fr_onL7WYAUiHuJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fr_onL7WYAUiHuJ?format=jpg&name=orig', altText=None)]"
2023-03-24 15:09:42+00:00,1639283355266023426,@onlywomain vc vai comprar a base da virgínia?,headlouie_,all of lu’s voices,1213301822925918209,467,0,0,,
2023-03-24 15:07:54+00:00,1639282898963406848,Mami,vectormorais,Base da Virgínia,1261757561751175170,44,0,0,,
2023-03-24 15:07:33+00:00,1639282812564938753,O tanto de marmanjo usando da discussão dos esportes pra ser transfobico,vectormorais,Base da Virgínia,1261757561751175170,44,1,0,,
2023-03-24 15:07:23+00:00,1639282771393667074,acabei de usar o kit de skin care da michele b* e em seguida passei a base da virginia,guilhermng,gui,1110583851380887553,218,3,0,,
2023-03-24 15:05:58+00:00,1639282413749641229,"Descobri ontem que meu limite são 3 caipirinhas, na quarta eu já viro base da Virgínia",rogjuniorr,q inferno 🤡,948317460792475648,518,10,0,,
